ville,pays,latitude,longitude,date_entiere,heure,aqi,pm2_5,pm10,no2,so2,o3,co,no,nh3
Antananarivo,MG,-18.8792,47.5079,2025-10-08,7,31,1.37,2.82,0.1,0.16,65.43,78.52,0.03,0.54
London,GB,51.5074,-0.1278,2025-10-08,7,36,4.8,11.81,6.26,3.94,75.82,103.31,0,0.26
New York,US,40.7128,-74.006,2025-10-08,7,40,2.16,3.35,1.08,0.47,85.11,94.18,0,0.14
Paris,FR,48.8566,2.3522,2025-10-08,7,46,11.02,13.2,12.91,0.21,8.14,201.93,0.58,0.79
Tokyo,JP,35.6895,139.6917,2025-10-08,7,37,5.49,10.56,17.61,6.35,78.33,125.06,0.12,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,8,33,1.22,2.32,0.07,0.14,70.56,73.41,0.02,0.44
London,GB,51.5074,-0.1278,2025-10-08,8,36,4.73,11.92,7.2,4.27,76.3,103.03,0.09,0.21
New York,US,40.7128,-74.006,2025-10-08,8,40,2.01,2.75,1.11,0.46,83.81,95.17,0,0.16
Paris,FR,48.8566,2.3522,2025-10-08,8,47,11.32,13.87,10.89,0.26,9.82,211.73,3.07,0.81
Tokyo,JP,35.6895,139.6917,2025-10-08,8,37,4.95,9.7,14.22,5.89,79.05,121.31,0.02,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,9,33,1.36,2.39,0.07,0.13,69.97,72.3,0.02,0.44
London,GB,51.5074,-0.1278,2025-10-08,9,36,4.66,11.98,7.93,4.61,77.17,103.02,0.28,0.17
New York,US,40.7128,-74.006,2025-10-08,9,39,1.92,2.48,1.21,0.46,81.74,96.62,0,0.18
Paris,FR,48.8566,2.3522,2025-10-08,9,49,11.68,14.72,8.9,0.35,12.83,216.65,5.12,0.86
Tokyo,JP,35.6895,139.6917,2025-10-08,9,37,4.56,9.42,11.08,5.73,78.78,118.51,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,10,34,1.72,2.79,0.08,0.12,72.45,74.39,0.02,0.43
London,GB,51.5074,-0.1278,2025-10-08,10,37,4.6,12.03,8.68,5.07,77.95,102.91,0.46,0.13
New York,US,40.7128,-74.006,2025-10-08,10,38,1.78,2.17,1.4,0.47,79.39,98.28,0,0.16
Paris,FR,48.8566,2.3522,2025-10-08,10,43,10.39,14.33,8.12,0.76,33.29,177.87,1.99,1.01
Tokyo,JP,35.6895,139.6917,2025-10-08,10,37,4.35,9.89,9.25,5.83,78.1,116.74,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,11,35,2.06,3.16,0.11,0.11,74.14,76.63,0.02,0.45
London,GB,51.5074,-0.1278,2025-10-08,11,36,4.72,12.38,9.92,5.82,77.13,103.25,0.75,0.12
New York,US,40.7128,-74.006,2025-10-08,11,36,1.63,1.9,1.86,0.47,76.44,100.61,0,0.13
Paris,FR,48.8566,2.3522,2025-10-08,11,45,10.91,15.28,8.24,0.91,38.35,176.79,1.96,1.18
Tokyo,JP,35.6895,139.6917,2025-10-08,11,35,4.97,11.59,10.9,6.55,74.26,120.1,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,12,35,2.2,3.31,0.15,0.11,74.09,77.69,0.02,0.48
London,GB,51.5074,-0.1278,2025-10-08,12,36,4.88,12.85,11.13,6.52,75.59,103.67,1.02,0.12
New York,US,40.7128,-74.006,2025-10-08,12,34,1.54,1.81,2.68,0.51,72.95,104.56,0,0.13
Paris,FR,48.8566,2.3522,2025-10-08,12,51,12.16,17.03,9.45,1.09,38.9,188.23,2.3,1.43
Tokyo,JP,35.6895,139.6917,2025-10-08,12,32,6.13,13.77,14.58,7.5,68.52,127.54,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,13,34,2.36,3.59,0.22,0.13,72.28,80.7,0.02,0.63
London,GB,51.5074,-0.1278,2025-10-08,13,35,5.01,13.25,11.84,6.95,74.69,103.91,1.25,0.13
New York,US,40.7128,-74.006,2025-10-08,13,32,1.48,1.75,3.52,0.6,68.36,108.08,0.01,0.12
Paris,FR,48.8566,2.3522,2025-10-08,13,38,9.05,13.3,6.87,1.02,55.45,159.49,1.19,1.24
Tokyo,JP,35.6895,139.6917,2025-10-08,13,30,7.08,14.48,17.99,7.93,62.65,134.36,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,14,32,2.48,3.92,0.32,0.15,68.46,83.87,0.02,0.83
London,GB,51.5074,-0.1278,2025-10-08,14,35,5.03,13.31,11.97,6.89,74.34,103.6,1.29,0.13
New York,US,40.7128,-74.006,2025-10-08,14,29,1.49,1.77,4.76,0.78,61.38,112.88,0.07,0.12
Paris,FR,48.8566,2.3522,2025-10-08,14,31,7.4,11.03,5.74,0.92,62.44,145.87,0.72,1.11
Tokyo,JP,35.6895,139.6917,2025-10-08,14,31,7.52,14.27,19.25,7.55,59.14,136.55,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,15,30,2.54,4.21,0.41,0.15,64.05,85.71,0,0.95
London,GB,51.5074,-0.1278,2025-10-08,15,35,5.03,13.04,12.17,6.62,73.52,102.72,1.1,0.13
New York,US,40.7128,-74.006,2025-10-08,15,25,1.71,2,7.09,1.11,51.97,121.45,0.21,0.12
Paris,FR,48.8566,2.3522,2025-10-08,15,31,7.36,10.96,6.6,0.96,63.42,148.87,0.49,1.16
Tokyo,JP,35.6895,139.6917,2025-10-08,15,31,7.55,14.17,18.4,6.92,58.77,134.55,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,16,27,2.56,4.58,0.48,0.16,57.5,86.6,0,1.01
London,GB,51.5074,-0.1278,2025-10-08,16,34,5.03,12.51,12.71,6.35,71.99,102.05,0.73,0.14
New York,US,40.7128,-74.006,2025-10-08,16,21,2.25,2.58,9.3,1.45,43.94,135.09,0.87,0.13
Paris,FR,48.8566,2.3522,2025-10-08,16,33,7.81,11.6,8.54,1,61.71,157.55,0.26,1.37
Tokyo,JP,35.6895,139.6917,2025-10-08,16,30,7.3,13.9,16.14,6.24,62.07,130.19,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,17,25,2.72,5.2,0.57,0.17,52.67,91.87,0,1.11
London,GB,51.5074,-0.1278,2025-10-08,17,33,5.08,12.11,13.75,6.34,69.28,101.2,0.24,0.16
New York,US,40.7128,-74.006,2025-10-08,17,20,2.67,3.05,9.27,1.59,41.29,147.7,1.78,0.16
Paris,FR,48.8566,2.3522,2025-10-08,17,36,8.61,12.7,10.93,1.02,58.07,169.6,0.06,1.58
Tokyo,JP,35.6895,139.6917,2025-10-08,17,32,7.46,14.93,14.49,5.94,67.49,128.9,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,18,23,2.9,5.79,0.65,0.18,49.03,97.9,0,1.16
London,GB,51.5074,-0.1278,2025-10-08,18,31,5.15,11.86,13.85,6.34,66.65,100.91,0,0.18
New York,US,40.7128,-74.006,2025-10-08,18,21,2.78,3.18,8.02,1.56,44.8,154.18,2.08,0.19
Paris,FR,48.8566,2.3522,2025-10-08,18,39,9.4,13.77,12.23,1.03,54.96,180.81,0,1.53
Tokyo,JP,35.6895,139.6917,2025-10-08,18,35,7.98,16.6,13.24,5.83,74.07,129.96,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,19,20,3.28,6.61,0.81,0.17,43.27,107.68,0,1.04
London,GB,51.5074,-0.1278,2025-10-08,19,30,5.19,11.64,14.24,6.49,63.4,101.18,0,0.24
New York,US,40.7128,-74.006,2025-10-08,19,27,2.65,3.07,6.23,1.42,56.23,151.17,1.61,0.21
Paris,FR,48.8566,2.3522,2025-10-08,19,42,10.18,14.83,12.98,1,51.25,189.17,0,1.35
Tokyo,JP,35.6895,139.6917,2025-10-08,19,40,7.81,15.85,10.35,4.89,84.12,128.44,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,20,18,3.82,7.64,1.04,0.16,37.72,121.04,0,0.93
London,GB,51.5074,-0.1278,2025-10-08,20,27,5.18,11.11,16.35,7.03,56.34,103.05,0,0.35
New York,US,40.7128,-74.006,2025-10-08,20,32,2.22,2.69,5.13,1.36,68.14,141.34,0.83,0.26
Paris,FR,48.8566,2.3522,2025-10-08,20,46,11.01,15.98,13.69,0.96,47.59,198.67,0,1.2
Tokyo,JP,35.6895,139.6917,2025-10-08,20,42,8,15.61,8.89,4.23,89.11,129.51,0,0
Antananarivo,MG,-18.8792,47.5079,2025-10-08,21,17,4.03,7.88,1.15,0.12,33.57,126.28,0,0.92
London,GB,51.5074,-0.1278,2025-10-08,21,22,5.13,10.17,19.87,7.69,45.91,106.58,0,0.49
New York,US,40.7128,-74.006,2025-10-08,21,36,1.8,2.27,4.63,1.31,75.2,132.41,0.42,0.29
Paris,FR,48.8566,2.3522,2025-10-08,21,49,11.65,16.91,14.03,0.93,44.9,205.29,0,1.09
Tokyo,JP,35.6895,139.6917,2025-10-08,21,42,8.9,16.7,8.36,4.03,89.47,129.7,0,0.01
Antananarivo,MG,-18.8792,47.5079,2025-10-08,22,17,4.15,7.9,1.2,0.11,30.54,128.98,0,1.04
London,GB,51.5074,-0.1278,2025-10-08,22,22,5.16,9.27,24.13,8.27,34.75,111.19,0,0.62
New York,US,40.7128,-74.006,2025-10-08,22,36,1.66,2.12,5.02,1.28,76.24,128.5,0.15,0.33
Paris,FR,48.8566,2.3522,2025-10-08,22,50,11.95,17.35,13.85,0.85,42.42,206.8,0,0.99
Tokyo,JP,35.6895,139.6917,2025-10-08,22,41,9.45,18.14,8.43,3.95,87.16,127.3,0.01,0.03
Antananarivo,MG,-18.8792,47.5079,2025-10-08,23,18,4.28,7.84,1.21,0.1,28.34,131.54,0,1.1
London,GB,51.5074,-0.1278,2025-10-08,23,22,5.38,8.85,28.52,8.69,25.17,116.32,0.01,0.68
New York,US,40.7128,-74.006,2025-10-08,23,34,1.69,2.22,5.99,1.37,72.46,130.08,0,0.38
Paris,FR,48.8566,2.3522,2025-10-08,23,52,12.43,18.02,14.04,0.76,39.82,212.57,0,0.88
Tokyo,JP,35.6895,139.6917,2025-10-08,23,40,8.2,16.46,9.44,3.88,84.85,125.57,0.07,0.05
Antananarivo,MG,-18.8792,47.5079,2025-10-09,0,18,4.37,7.75,1.22,0.1,26.52,133.48,0,1.21
London,GB,51.5074,-0.1278,2025-10-09,0,24,5.75,8.89,32.27,8.9,18.11,121.19,0.04,0.67
New York,US,40.7128,-74.006,2025-10-09,0,32,1.7,2.33,6.76,1.49,68.03,132.49,0,0.44
Paris,FR,48.8566,2.3522,2025-10-09,0,54,13.57,19.44,14.78,0.72,36.88,223.55,0,0.79
Tokyo,JP,35.6895,139.6917,2025-10-09,0,40,6.37,13.72,10.26,3.84,84.06,126.19,0.21,0.1
Antananarivo,MG,-18.8792,47.5079,2025-10-09,1,18,4.42,7.66,1.22,0.11,24.78,134.62,0,1.38
London,GB,51.5074,-0.1278,2025-10-09,1,25,6.06,9.2,33.59,8.89,14.68,125.01,0.08,0.64
New York,US,40.7128,-74.006,2025-10-09,1,30,1.64,2.35,7.16,1.57,63.69,132.06,0,0.47
Paris,FR,48.8566,2.3522,2025-10-09,1,57,15.15,21.21,15.49,0.69,33.79,233.92,0,0.71
Tokyo,JP,35.6895,139.6917,2025-10-09,1,40,5.47,14.68,10.45,4.11,84.43,127.76,0.37,0.17
Antananarivo,MG,-18.8792,47.5079,2025-10-09,2,19,4.48,7.71,1.23,0.12,23.21,136.64,0,1.6
London,GB,51.5074,-0.1278,2025-10-09,2,26,6.24,9.8,33.19,8.91,14.45,127.49,0.12,0.64
New York,US,40.7128,-74.006,2025-10-09,2,29,1.59,2.37,7.36,1.65,62.23,132.61,0,0.49
Paris,FR,48.8566,2.3522,2025-10-09,2,61,16.95,23.2,16.18,0.68,31.58,245.16,0,0.65
Tokyo,JP,35.6895,139.6917,2025-10-09,2,40,5.25,14.9,10.23,4.7,85.68,129.94,0.46,0.25
Antananarivo,MG,-18.8792,47.5079,2025-10-09,3,19,4.58,7.93,1.26,0.14,22.52,139.76,0.01,1.91
London,GB,51.5074,-0.1278,2025-10-09,3,26,6.29,10.53,30.91,8.96,16.71,128.2,0.12,0.66
New York,US,40.7128,-74.006,2025-10-09,3,29,1.52,2.33,7.26,1.69,62.33,131.88,0,0.5
Paris,FR,48.8566,2.3522,2025-10-09,3,64,18.44,24.81,16.69,0.68,30.17,254.94,0,0.62
Tokyo,JP,35.6895,139.6917,2025-10-09,3,41,5.36,15.07,9.8,5.1,87.25,130.82,0.55,0.29
Antananarivo,MG,-18.8792,47.5079,2025-10-09,4,20,4.72,8.78,1.05,0.2,24.1,144.61,0.18,2.31
London,GB,51.5074,-0.1278,2025-10-09,4,26,6.16,11.52,25.93,8.65,25.16,126.07,0.04,0.72
New York,US,40.7128,-74.006,2025-10-09,4,30,1.46,2.21,6.76,1.66,62.73,128.39,0,0.49
Paris,FR,48.8566,2.3522,2025-10-09,4,65,18.98,25.32,16.6,0.66,29.2,256.72,0,0.61
Tokyo,JP,35.6895,139.6917,2025-10-09,4,42,5.64,15.63,8.88,5.33,89.43,130.2,0.71,0.31
Antananarivo,MG,-18.8792,47.5079,2025-10-09,5,22,5.22,10.11,0.78,0.25,28.44,151.29,0.27,2.58
London,GB,51.5074,-0.1278,2025-10-09,5,26,6.17,12.6,23.16,8.35,31.88,124.82,0.01,0.7
New York,US,40.7128,-74.006,2025-10-09,5,30,1.41,2.13,6.33,1.66,63.49,126.3,0,0.48
Paris,FR,48.8566,2.3522,2025-10-09,5,65,18.68,24.94,16.49,0.66,28.69,252.88,0,0.62
Tokyo,JP,35.6895,139.6917,2025-10-09,5,43,5.86,16.81,8.5,5.51,90.41,127.7,0.65,0.34
Antananarivo,MG,-18.8792,47.5079,2025-10-09,6,26,6.25,11.39,0.55,0.29,36.02,157.17,0.18,2.62
London,GB,51.5074,-0.1278,2025-10-09,6,26,6.26,13.58,21.24,8.09,36.28,124.03,0.01,0.66
New York,US,40.7128,-74.006,2025-10-09,6,30,1.37,2.06,6.06,1.67,63.46,124.58,0,0.48
Paris,FR,48.8566,2.3522,2025-10-09,6,63,17.67,23.88,16.64,0.66,28.06,244.37,0,0.67
Tokyo,JP,35.6895,139.6917,2025-10-09,6,42,5.79,17.75,8.79,5.72,89.12,124.72,0.61,0.39
Antananarivo,MG,-18.8792,47.5079,2025-10-09,7,30,2.69,4.77,0.11,0.25,62.94,91.02,0.03,0.78
London,GB,51.5074,-0.1278,2025-10-09,7,26,6.12,14.14,19.8,7.87,40,122.67,0.03,0.65
New York,US,40.7128,-74.006,2025-10-09,7,29,1.31,2.01,5.99,1.67,61.72,122.22,0,0.47
Paris,FR,48.8566,2.3522,2025-10-09,7,59,16.12,22.36,16.39,0.68,27.66,232.07,0.11,0.73
Tokyo,JP,35.6895,139.6917,2025-10-09,7,41,5.55,18.32,9.81,5.93,86.25,121.86,0.36,0.43
Antananarivo,MG,-18.8792,47.5079,2025-10-09,8,30,2.49,4.22,0.08,0.19,64.52,84.07,0.02,0.6
London,GB,51.5074,-0.1278,2025-10-09,8,24,5.82,14.41,18.34,8,44.89,121.77,1.03,0.66
New York,US,40.7128,-74.006,2025-10-09,8,28,1.27,2,6.16,1.69,59.58,121.58,0,0.46
Paris,FR,48.8566,2.3522,2025-10-09,8,54,13.75,20.23,14.54,0.76,29.51,219.22,1.1,0.9
Tokyo,JP,35.6895,139.6917,2025-10-09,8,39,5.28,18.16,10.91,6.18,82.97,120.73,0.09,0.46
Antananarivo,MG,-18.8792,47.5079,2025-10-09,9,30,2.52,4.15,0.08,0.17,63.33,82.23,0.02,0.57
London,GB,51.5074,-0.1278,2025-10-09,9,24,5.53,14.44,16,8.31,50.6,120.87,2.6,0.67
New York,US,40.7128,-74.006,2025-10-09,9,27,1.23,2.01,6.44,1.69,56.86,121.13,0,0.41
Paris,FR,48.8566,2.3522,2025-10-09,9,50,11.99,18.93,12.24,0.98,33.46,203.85,1.95,1.05
Tokyo,JP,35.6895,139.6917,2025-10-09,9,38,5.08,17.73,10.66,6.45,80.59,120.88,0,0.48
Antananarivo,MG,-18.8792,47.5079,2025-10-09,10,30,2.61,4.19,0.09,0.15,63.96,82.44,0.02,0.54
London,GB,51.5074,-0.1278,2025-10-09,10,26,5.35,14.34,14.08,8.74,56.08,119.32,3.93,0.64
New York,US,40.7128,-74.006,2025-10-09,10,26,1.17,1.99,6.66,1.65,54.12,119.97,0,0.35
Paris,FR,48.8566,2.3522,2025-10-09,10,44,10.48,16.96,8.9,1.35,48.97,172.14,1.4,0.97
Tokyo,JP,35.6895,139.6917,2025-10-09,10,37,4.79,17.12,9.96,6.63,78.71,120.65,0,0.49
Antananarivo,MG,-18.8792,47.5079,2025-10-09,11,30,2.61,4.12,0.09,0.13,64.22,81.25,0.02,0.53
London,GB,51.5074,-0.1278,2025-10-09,11,28,5.33,14.22,13.86,9.3,59.27,119.01,4.61,0.63
New York,US,40.7128,-74.006,2025-10-09,11,25,1.09,2,7.23,1.69,52.68,121.42,0,0.33
Paris,FR,48.8566,2.3522,2025-10-09,11,35,8.38,13.51,7.04,1.21,56.96,157.59,1.19,1.13
Tokyo,JP,35.6895,139.6917,2025-10-09,11,37,4.46,16.46,9.76,6.87,77.95,121.28,0,0.51
Antananarivo,MG,-18.8792,47.5079,2025-10-09,12,30,2.59,4.07,0.11,0.13,63.67,80.37,0.02,0.54
London,GB,51.5074,-0.1278,2025-10-09,12,29,5.35,14.02,14.09,9.94,61.54,118.51,4.91,0.66
New York,US,40.7128,-74.006,2025-10-09,12,25,1.02,2.06,8.43,1.79,52.01,125.41,0.12,0.35
Paris,FR,48.8566,2.3522,2025-10-09,12,33,7.81,12,6.37,1.15,62.29,151.48,1.07,1.15
Tokyo,JP,35.6895,139.6917,2025-10-09,12,37,4.16,15.49,9.87,7.08,77.57,121.76,0,0.53
Antananarivo,MG,-18.8792,47.5079,2025-10-09,13,30,2.59,4.13,0.13,0.13,62.66,80.15,0.01,0.57
London,GB,51.5074,-0.1278,2025-10-09,13,31,5.32,13.69,14.41,10.45,64.87,117.41,4.7,0.67
New York,US,40.7128,-74.006,2025-10-09,13,25,0.96,2.11,8.24,1.97,53.16,128.35,1.15,0.4
Paris,FR,48.8566,2.3522,2025-10-09,13,34,6.65,9.83,5.05,1.04,71.99,141.81,0.77,0.96
Tokyo,JP,35.6895,139.6917,2025-10-09,13,36,3.92,14.57,9.81,7.2,77.02,121.18,0,0.53
Antananarivo,MG,-18.8792,47.5079,2025-10-09,14,29,2.68,4.41,0.17,0.13,61.03,80.68,0.01,0.65
London,GB,51.5074,-0.1278,2025-10-09,14,33,5.13,13.07,14.36,10.25,69.62,115.15,3.84,0.64
New York,US,40.7128,-74.006,2025-10-09,14,26,0.95,2.23,7.58,2.17,54.25,130.8,2.26,0.46
Paris,FR,48.8566,2.3522,2025-10-09,14,36,5.91,8.6,4.43,0.96,76.23,136.49,0.58,0.92
Tokyo,JP,35.6895,139.6917,2025-10-09,14,36,3.8,14.05,9.88,7.39,76.56,121.51,0,0.52
Antananarivo,MG,-18.8792,47.5079,2025-10-09,15,28,2.79,4.79,0.23,0.13,59.03,81.38,0,0.71
London,GB,51.5074,-0.1278,2025-10-09,15,35,4.86,12.33,14.33,9.73,73.4,112.99,2.79,0.63
New York,US,40.7128,-74.006,2025-10-09,15,26,1.03,2.42,7.24,2.35,55.74,132.85,2.82,0.49
Paris,FR,48.8566,2.3522,2025-10-09,15,36,5.74,8.28,4.61,0.98,76.4,135.56,0.42,0.99
Tokyo,JP,35.6895,139.6917,2025-10-09,15,36,3.79,13.84,10.1,7.59,75.46,122.23,0,0.53
Antananarivo,MG,-18.8792,47.5079,2025-10-09,16,26,2.93,5.43,0.35,0.15,54.38,84.45,0,0.88
London,GB,51.5074,-0.1278,2025-10-09,16,37,4.34,11.13,13.33,8.23,78.06,110.76,1.44,0.67
New York,US,40.7128,-74.006,2025-10-09,16,29,1.2,2.54,6.18,2.24,61.57,130.59,2.48,0.46
Paris,FR,48.8566,2.3522,2025-10-09,16,33,5.86,8.4,5.97,0.97,70.7,137.72,0.25,1.38
Tokyo,JP,35.6895,139.6917,2025-10-09,16,35,3.82,13.66,10.21,7.71,74.09,122.83,0,0.53
Antananarivo,MG,-18.8792,47.5079,2025-10-09,17,24,3.22,6.37,0.51,0.17,50.34,92.63,0,1.07
London,GB,51.5074,-0.1278,2025-10-09,17,37,3.9,10.06,13.15,7.11,79.06,109.49,0.39,0.75
New York,US,40.7128,-74.006,2025-10-09,17,32,1.75,3.07,5.35,2.17,67.21,129.16,2.01,0.43
Paris,FR,48.8566,2.3522,2025-10-09,17,29,6.27,8.94,8.12,0.9,61.36,143.53,0.07,2.01
Tokyo,JP,35.6895,139.6917,2025-10-09,17,34,3.82,13.38,10.18,7.77,72.94,123.02,0,0.53
Antananarivo,MG,-18.8792,47.5079,2025-10-09,18,22,3.54,7.17,0.63,0.18,47.28,100.82,0,1.18
London,GB,51.5074,-0.1278,2025-10-09,18,37,3.59,9.3,12.03,6.26,77.73,109.24,0,0.87
New York,US,40.7128,-74.006,2025-10-09,18,34,2.7,4.07,4.86,2.23,72.67,129.5,1.63,0.42
Paris,FR,48.8566,2.3522,2025-10-09,18,28,6.72,9.58,9.61,0.83,54.04,150.39,0,2.33
Tokyo,JP,35.6895,139.6917,2025-10-09,18,34,3.76,13.02,10.03,7.79,72.25,123.04,0,0.53
Antananarivo,MG,-18.8792,47.5079,2025-10-09,19,20,3.89,7.84,0.77,0.18,42.96,109.6,0,1.25
London,GB,51.5074,-0.1278,2025-10-09,19,35,3.43,8.79,12.27,6.08,73.48,110.42,0,1.02
New York,US,40.7128,-74.006,2025-10-09,19,37,3.7,5.07,4.49,2.28,79,130.36,1.27,0.41
Paris,FR,48.8566,2.3522,2025-10-09,19,30,7.22,10.26,10.8,0.77,47.7,157.28,0,2.07
Tokyo,JP,35.6895,139.6917,2025-10-09,19,34,3.77,12.67,9.61,7.59,72.22,122.65,0,0.52
Antananarivo,MG,-18.8792,47.5079,2025-10-09,20,19,4.27,8.45,0.94,0.17,39.25,119.82,0,1.16
London,GB,51.5074,-0.1278,2025-10-09,20,31,3.51,8.59,15.2,6.8,64.67,112.77,0,1.14
New York,US,40.7128,-74.006,2025-10-09,20,39,4.34,5.68,4.51,2.29,82.63,131.36,1,0.4
Paris,FR,48.8566,2.3522,2025-10-09,20,33,7.94,11.2,12.18,0.72,42.39,167.35,0,1.67
Tokyo,JP,35.6895,139.6917,2025-10-09,20,34,3.75,12.49,9.36,7.54,71.76,122.45,0,0.52
Antananarivo,MG,-18.8792,47.5079,2025-10-09,21,18,4.27,8.33,1,0.14,36.62,122.05,0,1.01
London,GB,51.5074,-0.1278,2025-10-09,21,26,3.64,8.43,18.01,7.32,56.01,114.84,0,1.23
New York,US,40.7128,-74.006,2025-10-09,21,39,4.53,5.9,5.3,2.36,83.24,133.57,0.75,0.41
Paris,FR,48.8566,2.3522,2025-10-09,21,36,8.75,12.19,13.57,0.65,37.56,178.59,0,1.28
Tokyo,JP,35.6895,139.6917,2025-10-09,21,34,3.72,12.46,9.29,7.66,70.93,122.47,0,0.51
Antananarivo,MG,-18.8792,47.5079,2025-10-09,22,17,4.14,7.97,1.01,0.12,34.67,121.75,0,1.05
London,GB,51.5074,-0.1278,2025-10-09,22,26,3.47,7.68,17.23,6.53,54.51,115.72,0,1.26
New York,US,40.7128,-74.006,2025-10-09,22,37,4.38,5.83,7.48,2.42,78.86,138.89,0.34,0.45
Paris,FR,48.8566,2.3522,2025-10-09,22,39,9.42,12.9,14.46,0.57,33.51,186.62,0,1.01
Tokyo,JP,35.6895,139.6917,2025-10-09,22,34,3.74,12.49,10.03,7.72,71.08,122.36,0.05,0.49
Antananarivo,MG,-18.8792,47.5079,2025-10-09,23,17,4.04,7.74,1.01,0.12,33.16,122.83,0,1.17
London,GB,51.5074,-0.1278,2025-10-09,23,26,3.36,7.06,16.34,5.94,55.26,116.24,0,1.18
New York,US,40.7128,-74.006,2025-10-09,23,34,4.18,5.77,9.69,2.43,72.26,146.9,0.01,0.5
Paris,FR,48.8566,2.3522,2025-10-09,23,42,10.06,13.59,15.05,0.51,30.62,195.47,0,0.89
Tokyo,JP,35.6895,139.6917,2025-10-09,23,34,3.83,12.44,10.96,7.71,72.35,122.58,0.43,0.46
Antananarivo,MG,-18.8792,47.5079,2025-10-10,0,16,3.87,7.47,1,0.12,32.15,122.72,0,1.34
London,GB,51.5074,-0.1278,2025-10-10,0,27,3.27,6.58,14.89,5.42,57.48,116.86,0,1.06
New York,US,40.7128,-74.006,2025-10-10,0,32,3.96,5.67,10.68,2.39,68.38,152.89,0,0.54
Paris,FR,48.8566,2.3522,2025-10-10,0,44,10.63,14.24,15.57,0.48,28.32,204.17,0,0.83
Tokyo,JP,35.6895,139.6917,2025-10-10,0,35,3.94,12.29,10.85,7.67,74.28,122.8,0.99,0.41
Antananarivo,MG,-18.8792,47.5079,2025-10-10,1,15,3.65,7.1,0.96,0.12,31.55,120.73,0,1.4
London,GB,51.5074,-0.1278,2025-10-10,1,31,2.83,5.67,9.95,3.8,65.32,115.43,0,0.94
New York,US,40.7128,-74.006,2025-10-10,1,31,3.61,5.38,11.05,2.23,65.16,154.11,0,0.55
Paris,FR,48.8566,2.3522,2025-10-10,1,46,11.04,14.7,15.84,0.42,25.97,210.57,0,0.79
Tokyo,JP,35.6895,139.6917,2025-10-10,1,36,4.04,12.14,10.22,7.45,76.73,122,1.15,0.34
Antananarivo,MG,-18.8792,47.5079,2025-10-10,2,15,3.49,6.85,0.93,0.1,30.47,119.98,0,1.08
London,GB,51.5074,-0.1278,2025-10-10,2,32,2.75,5.45,8.91,3.49,66.88,115.6,0,0.83
New York,US,40.7128,-74.006,2025-10-10,2,30,3.27,5.12,11.54,2.08,62.69,156.18,0,0.56
Paris,FR,48.8566,2.3522,2025-10-10,2,48,11.56,15.25,16.28,0.32,23,220.79,0,0.77
Tokyo,JP,35.6895,139.6917,2025-10-10,2,37,4.09,12.03,9.6,7.44,79.26,120.82,1.12,0.28
Antananarivo,MG,-18.8792,47.5079,2025-10-10,3,14,3.45,6.79,0.93,0.09,29.15,121.23,0,0.83
London,GB,51.5074,-0.1278,2025-10-10,3,31,2.84,5.57,8.93,3.63,66.12,115.77,0,0.76
New York,US,40.7128,-74.006,2025-10-10,3,29,2.93,4.85,12.11,2,60.73,157.7,0,0.57
Paris,FR,48.8566,2.3522,2025-10-10,3,51,12.23,15.96,16.75,0.25,20.2,231.41,0,0.78
Tokyo,JP,35.6895,139.6917,2025-10-10,3,39,4.14,12.07,8.91,7.59,81.81,119.44,1.04,0.24
Antananarivo,MG,-18.8792,47.5079,2025-10-10,4,15,3.59,7.25,0.83,0.12,28.72,126.41,0.12,0.8
London,GB,51.5074,-0.1278,2025-10-10,4,31,2.98,5.81,9.11,3.86,64.63,115.44,0,0.72
New York,US,40.7128,-74.006,2025-10-10,4,28,2.55,4.4,11.8,1.84,59.29,154.55,0,0.53
Paris,FR,48.8566,2.3522,2025-10-10,4,53,13.03,16.64,17.42,0.21,17.66,242.92,0.01,0.77
Tokyo,JP,35.6895,139.6917,2025-10-10,4,40,4.28,12.24,8.06,7.56,85.02,118.51,0.81,0.17
Antananarivo,MG,-18.8792,47.5079,2025-10-10,5,17,3.97,8.04,0.66,0.17,31.9,133.35,0.2,1.2
London,GB,51.5074,-0.1278,2025-10-10,5,30,3.19,6.24,9.29,4.1,63.36,115.01,0,0.68
New York,US,40.7128,-74.006,2025-10-10,5,28,2.23,4.01,10.8,1.64,58.77,150.52,0,0.49
Paris,FR,48.8566,2.3522,2025-10-10,5,55,13.98,17.58,19.07,0.23,15.52,257.96,0.03,0.74
Tokyo,JP,35.6895,139.6917,2025-10-10,5,41,4.39,12.47,7.21,7.37,87.34,116.53,0.52,0.12
